student_id,course_id,semester,semester_num,grade_letter,grade_point
188,185,Fall 2020,1,C,2.0
188,34,Fall 2020,1,D,1.0
188,95,Fall 2020,1,D,1.0
188,181,Spring 2020,2,D,1.0
188,194,Spring 2020,2,C+,2.3
188,184,Spring 2020,2,C+,2.3
188,188,Spring 2020,2,C-,1.7
188,187,Spring 2020,2,C,2.0
188,189,Spring 2020,2,C-,1.7
188,202,Fall 2021,3,C,2.0
188,199,Fall 2021,3,D,1.0
188,195,Fall 2021,3,D,1.0
188,188,Fall 2021,3,C+,2.3
188,203,Fall 2021,3,C,2.0
188,191,Fall 2021,3,C+,2.3
188,46,Spring 2021,4,D,1.0
188,52,Spring 2021,4,C,2.0
188,169,Spring 2021,4,F,0.0
188,113,Spring 2021,4,C-,1.7
188,203,Fall 2022,5,C,2.0
188,206,Fall 2022,5,C-,1.7
188,207,Fall 2022,5,D,1.0
188,205,Fall 2022,5,C+,2.3
188,204,Spring 2022,6,C+,2.3
188,198,Spring 2022,6,C-,1.7
188,207,Spring 2022,6,C,2.0
188,212,Spring 2022,6,C-,1.7
188,199,Spring 2022,6,C,2.0
188,200,Spring 2022,6,C-,1.7
188,202,Fall 2023,7,C-,1.7
188,200,Fall 2023,7,D,1.0
188,196,Fall 2023,7,D,1.0
188,197,Fall 2023,7,D,1.0
188,202,Spring 2023,8,C,2.0
188,196,Spring 2023,8,C,2.0
188,207,Spring 2023,8,C-,1.7
188,211,Spring 2023,8,C-,1.7
188,203,Spring 2023,8,C-,1.7
188,200,Spring 2023,8,C-,1.7
189,67,Fall 2022,1,B-,2.7
189,138,Fall 2022,1,B,3.0
189,127,Fall 2022,1,B-,2.7
189,45,Fall 2022,1,B+,3.3
189,225,Fall 2022,1,B-,2.7
189,113,Fall 2022,1,C+,2.3
189,161,Spring 2022,2,B+,3.3
189,190,Spring 2022,2,C+,2.3
189,218,Spring 2022,2,C+,2.3
189,189,Spring 2022,2,B-,2.7
189,12,Fall 2023,3,B-,2.7
189,17,Fall 2023,3,B,3.0
189,14,Fall 2023,3,B-,2.7
189,16,Fall 2023,3,B-,2.7
189,8,Fall 2023,3,C+,2.3
189,26,Fall 2023,3,B-,2.7
189,105,Spring 2023,4,C+,2.3
189,79,Spring 2023,4,B+,3.3
189,75,Spring 2023,4,B,3.0
189,82,Spring 2023,4,B-,2.7
189,201,Spring 2023,4,B-,2.7
189,74,Spring 2023,4,B-,2.7
189,26,Fall 2024,5,B-,2.7
189,21,Fall 2024,5,B,3.0
189,28,Fall 2024,5,B-,2.7
189,19,Fall 2024,5,B,3.0
189,25,Spring 2024,6,B-,2.7
189,18,Spring 2024,6,B-,2.7
189,21,Spring 2024,6,B-,2.7
189,28,Spring 2024,6,B-,2.7
189,25,Fall 2025,7,A-,3.7
189,19,Fall 2025,7,B,3.0
189,23,Fall 2025,7,B-,2.7
189,24,Fall 2025,7,B-,2.7
189,30,Fall 2025,7,B+,3.3
189,20,Fall 2025,7,B,3.0
189,31,Spring 2025,8,B-,2.7
189,30,Spring 2025,8,B-,2.7
189,24,Spring 2025,8,B+,3.3
189,21,Spring 2025,8,B+,3.3
189,29,Spring 2025,8,C+,2.3
189,26,Spring 2025,8,B+,3.3
190,79,Fall 2022,1,B,3.0
190,65,Fall 2022,1,B-,2.7
190,100,Fall 2022,1,B+,3.3
190,128,Fall 2022,1,B,3.0
190,39,Fall 2022,1,C+,2.3
190,13,Spring 2022,2,B+,3.3
190,1,Spring 2022,2,B+,3.3
190,5,Spring 2022,2,A-,3.7
190,12,Spring 2022,2,B,3.0
190,17,Fall 2023,3,B,3.0
190,12,Fall 2023,3,B,3.0
190,11,Fall 2023,3,B,3.0
190,18,Fall 2023,3,B,3.0
190,22,Fall 2023,3,B+,3.3
190,140,Spring 2023,4,B,3.0
190,137,Spring 2023,4,B-,2.7
190,50,Spring 2023,4,B,3.0
190,229,Spring 2023,4,B,3.0
190,85,Spring 2023,4,B,3.0
190,189,Spring 2023,4,B,3.0
190,18,Fall 2024,5,A-,3.7
190,24,Fall 2024,5,B+,3.3
190,30,Fall 2024,5,B+,3.3
190,26,Fall 2024,5,B,3.0
190,23,Fall 2024,5,A-,3.7
190,27,Fall 2024,5,B+,3.3
190,121,Spring 2024,6,B-,2.7
190,53,Spring 2024,6,B,3.0
190,87,Spring 2024,6,A,4.0
190,50,Spring 2024,6,B,3.0
190,145,Spring 2024,6,B+,3.3
190,31,Fall 2025,7,B,3.0
190,25,Fall 2025,7,A-,3.7
190,23,Fall 2025,7,B+,3.3
190,20,Fall 2025,7,B+,3.3
190,28,Fall 2025,7,A-,3.7
190,21,Fall 2025,7,B+,3.3
190,18,Spring 2025,8,B-,2.7
190,29,Spring 2025,8,A-,3.7
190,27,Spring 2025,8,B-,2.7
190,21,Spring 2025,8,A,4.0
190,20,Spring 2025,8,B+,3.3
191,159,Fall 2020,1,A,4.0
191,228,Fall 2020,1,A-,3.7
191,5,Fall 2020,1,A,4.0
191,72,Fall 2020,1,A,4.0
191,109,Fall 2020,1,A,4.0
191,34,Fall 2020,1,A,4.0
191,226,Spring 2020,2,A,4.0
191,134,Spring 2020,2,A,4.0
191,35,Spring 2020,2,A,4.0
191,80,Spring 2020,2,A,4.0
191,194,Spring 2020,2,A,4.0
191,204,Fall 2021,3,A-,3.7
191,194,Fall 2021,3,A,4.0
191,191,Fall 2021,3,A,4.0
191,201,Fall 2021,3,A,4.0
191,188,Fall 2021,3,A,4.0
191,223,Spring 2021,4,B+,3.3
191,203,Spring 2021,4,A,4.0
191,42,Spring 2021,4,A,4.0
191,15,Spring 2021,4,A,4.0
191,202,Fall 2022,5,B+,3.3
191,199,Fall 2022,5,A,4.0
191,205,Fall 2022,5,A,4.0
191,200,Fall 2022,5,A,4.0
191,209,Spring 2022,6,A,4.0
191,203,Spring 2022,6,A,4.0
191,197,Spring 2022,6,A,4.0
191,196,Spring 2022,6,A,4.0
191,198,Fall 2023,7,A,4.0
191,205,Fall 2023,7,A,4.0
191,196,Fall 2023,7,A-,3.7
191,209,Fall 2023,7,A,4.0
191,197,Fall 2023,7,A,4.0
191,201,Fall 2023,7,A,4.0
191,141,Spring 2023,8,A-,3.7
191,202,Spring 2023,8,A,4.0
191,207,Spring 2023,8,A,4.0
191,94,Spring 2023,8,A-,3.7
191,148,Spring 2023,8,A,4.0
192,72,Fall 2020,1,C,2.0
192,127,Fall 2020,1,C,2.0
192,136,Fall 2020,1,C+,2.3
192,156,Fall 2020,1,C,2.0
192,106,Spring 2020,2,C-,1.7
192,107,Spring 2020,2,C+,2.3
192,112,Spring 2020,2,C,2.0
192,104,Spring 2020,2,C+,2.3
192,100,Spring 2020,2,C+,2.3
192,115,Fall 2021,3,B-,2.7
192,118,Fall 2021,3,C,2.0
192,105,Fall 2021,3,C,2.0
192,111,Fall 2021,3,C,2.0
192,110,Fall 2021,3,C+,2.3
192,112,Spring 2021,4,C,2.0
192,108,Spring 2021,4,C+,2.3
192,119,Spring 2021,4,C+,2.3
192,113,Spring 2021,4,B-,2.7
192,105,Spring 2021,4,C,2.0
192,114,Spring 2021,4,B,3.0
192,25,Fall 2022,5,C,2.0
192,204,Fall 2022,5,C+,2.3
192,172,Fall 2022,5,D,1.0
192,238,Fall 2022,5,D,1.0
192,122,Fall 2022,5,C,2.0
192,125,Spring 2022,6,C+,2.3
192,117,Spring 2022,6,C,2.0
192,123,Spring 2022,6,C,2.0
192,118,Spring 2022,6,C,2.0
192,121,Fall 2023,7,C+,2.3
192,240,Fall 2023,7,C-,1.7
192,53,Fall 2023,7,C+,2.3
192,212,Fall 2023,7,D,1.0
192,168,Fall 2023,7,C,2.0
192,196,Spring 2023,8,C,2.0
192,172,Spring 2023,8,C,2.0
192,61,Spring 2023,8,C-,1.7
192,200,Spring 2023,8,C,2.0
192,116,Spring 2023,8,C,2.0
192,211,Spring 2023,8,D,1.0
193,129,Fall 2020,1,A,4.0
193,130,Fall 2020,1,A,4.0
193,139,Fall 2020,1,A,4.0
193,133,Fall 2020,1,A,4.0
193,135,Spring 2020,2,A,4.0
193,139,Spring 2020,2,A-,3.7
193,137,Spring 2020,2,A-,3.7
193,136,Spring 2020,2,A,4.0
193,127,Spring 2020,2,A,4.0
193,132,Spring 2020,2,A,4.0
193,142,Fall 2021,3,A,4.0
193,108,Fall 2021,3,A-,3.7
193,46,Fall 2021,3,A-,3.7
193,166,Fall 2021,3,A-,3.7
193,204,Fall 2021,3,A,4.0
193,139,Spring 2021,4,A,4.0
193,138,Spring 2021,4,A,4.0
193,140,Spring 2021,4,A,4.0
193,135,Spring 2021,4,A,4.0
193,141,Spring 2021,4,A,4.0
193,150,Fall 2022,5,A-,3.7
193,152,Fall 2022,5,A,4.0
193,145,Fall 2022,5,B+,3.3
193,146,Fall 2022,5,A,4.0
193,141,Fall 2022,5,A,4.0
193,143,Fall 2022,5,A,4.0
193,49,Spring 2022,6,B+,3.3
193,236,Spring 2022,6,A-,3.7
193,169,Spring 2022,6,A-,3.7
193,94,Spring 2022,6,A,4.0
193,84,Spring 2022,6,A,4.0
193,141,Fall 2023,7,A,4.0
193,89,Fall 2023,7,A,4.0
193,93,Fall 2023,7,A-,3.7
193,142,Fall 2023,7,A,4.0
193,238,Fall 2023,7,A,4.0
193,152,Spring 2023,8,A,4.0
193,144,Spring 2023,8,A,4.0
193,146,Spring 2023,8,A,4.0
193,142,Spring 2023,8,A,4.0
193,145,Spring 2023,8,A,4.0
193,148,Spring 2023,8,A,4.0
194,157,Fall 2022,1,A-,3.7
194,4,Fall 2022,1,B+,3.3
194,222,Fall 2022,1,A-,3.7
194,111,Fall 2022,1,A-,3.7
194,32,Fall 2022,1,A-,3.7
194,194,Spring 2022,2,A-,3.7
194,105,Spring 2022,2,B+,3.3
194,221,Spring 2022,2,A-,3.7
194,80,Spring 2022,2,A-,3.7
194,73,Spring 2022,2,B,3.0
194,16,Fall 2023,3,A,4.0
194,229,Fall 2023,3,B+,3.3
194,227,Fall 2023,3,A-,3.7
194,57,Fall 2023,3,B+,3.3
194,141,Spring 2023,4,A-,3.7
194,136,Spring 2023,4,A-,3.7
194,144,Spring 2023,4,A,4.0
194,138,Spring 2023,4,B+,3.3
194,137,Spring 2023,4,A,4.0
194,139,Spring 2023,4,B,3.0
194,145,Fall 2024,5,B+,3.3
194,148,Fall 2024,5,A-,3.7
194,152,Fall 2024,5,A-,3.7
194,142,Fall 2024,5,B,3.0
194,63,Spring 2024,6,A-,3.7
194,23,Spring 2024,6,B,3.0
194,199,Spring 2024,6,B,3.0
194,49,Spring 2024,6,B+,3.3
194,85,Spring 2024,6,B+,3.3
194,18,Spring 2024,6,A-,3.7
194,146,Fall 2025,7,A,4.0
194,141,Fall 2025,7,A,4.0
194,142,Fall 2025,7,B+,3.3
194,147,Fall 2025,7,B+,3.3
194,144,Spring 2025,8,A,4.0
194,141,Spring 2025,8,A,4.0
194,149,Spring 2025,8,B+,3.3
194,145,Spring 2025,8,B+,3.3
194,140,Spring 2025,8,A,4.0
194,147,Spring 2025,8,A-,3.7
195,1,Fall 2022,1,A-,3.7
195,12,Fall 2022,1,B+,3.3
195,15,Fall 2022,1,A-,3.7
195,5,Fall 2022,1,A-,3.7
195,8,Fall 2022,1,B,3.0
195,13,Spring 2022,2,B,3.0
195,5,Spring 2022,2,B+,3.3
195,9,Spring 2022,2,B-,2.7
195,14,Spring 2022,2,B-,2.7
195,18,Fall 2023,3,B+,3.3
195,17,Fall 2023,3,B+,3.3
195,14,Fall 2023,3,B,3.0
195,20,Fall 2023,3,B,3.0
195,23,Spring 2023,4,B+,3.3
195,24,Spring 2023,4,B+,3.3
195,17,Spring 2023,4,B,3.0
195,26,Spring 2023,4,B,3.0
195,30,Fall 2024,5,B,3.0
195,27,Fall 2024,5,A-,3.7
195,22,Fall 2024,5,B+,3.3
195,21,Fall 2024,5,B,3.0
195,20,Fall 2024,5,A-,3.7
195,28,Spring 2024,6,B+,3.3
195,31,Spring 2024,6,B,3.0
195,19,Spring 2024,6,A-,3.7
195,25,Spring 2024,6,A,4.0
195,23,Spring 2024,6,B-,2.7
195,26,Fall 2025,7,B+,3.3
195,29,Fall 2025,7,A-,3.7
195,18,Fall 2025,7,B,3.0
195,23,Fall 2025,7,B+,3.3
195,25,Fall 2025,7,B,3.0
195,22,Fall 2025,7,B+,3.3
195,150,Spring 2025,8,B-,2.7
195,123,Spring 2025,8,B,3.0
195,145,Spring 2025,8,C+,2.3
195,23,Spring 2025,8,B+,3.3
195,122,Spring 2025,8,B-,2.7
196,3,Fall 2021,1,A,4.0
196,191,Fall 2021,1,A-,3.7
196,133,Fall 2021,1,B+,3.3
196,155,Fall 2021,1,B+,3.3
196,47,Fall 2021,1,B+,3.3
196,225,Fall 2021,1,B+,3.3
196,81,Spring 2021,2,A-,3.7
196,229,Spring 2021,2,A-,3.7
196,155,Spring 2021,2,A-,3.7
196,189,Spring 2021,2,B-,2.7
196,79,Spring 2021,2,B+,3.3
196,98,Spring 2021,2,A-,3.7
196,202,Fall 2022,3,A-,3.7
196,26,Fall 2022,3,A,4.0
196,229,Fall 2022,3,B,3.0
196,10,Fall 2022,3,B+,3.3
196,134,Fall 2022,3,A-,3.7
196,141,Fall 2022,3,B,3.0
196,20,Spring 2022,4,B+,3.3
196,17,Spring 2022,4,A-,3.7
196,24,Spring 2022,4,A,4.0
196,26,Spring 2022,4,A-,3.7
196,19,Spring 2022,4,A,4.0
196,15,Spring 2022,4,B+,3.3
196,24,Fall 2023,5,B+,3.3
196,20,Fall 2023,5,A-,3.7
196,19,Fall 2023,5,A-,3.7
196,22,Fall 2023,5,B,3.0
196,50,Spring 2023,6,B+,3.3
196,141,Spring 2023,6,B,3.0
196,177,Spring 2023,6,A-,3.7
196,92,Spring 2023,6,B+,3.3
196,29,Spring 2023,6,B+,3.3
196,196,Spring 2023,6,A-,3.7
196,23,Fall 2024,7,A-,3.7
196,22,Fall 2024,7,B,3.0
196,19,Fall 2024,7,A-,3.7
196,20,Fall 2024,7,A,4.0
196,19,Spring 2024,8,B+,3.3
196,29,Spring 2024,8,B,3.0
196,18,Spring 2024,8,A,4.0
196,21,Spring 2024,8,A,4.0
196,30,Spring 2024,8,B,3.0
196,22,Spring 2024,8,B,3.0
197,160,Fall 2022,1,B,3.0
197,156,Fall 2022,1,A-,3.7
197,154,Fall 2022,1,B+,3.3
197,158,Fall 2022,1,A-,3.7
197,161,Spring 2022,2,B+,3.3
197,158,Spring 2022,2,B+,3.3
197,162,Spring 2022,2,B+,3.3
197,159,Spring 2022,2,B+,3.3
197,155,Spring 2022,2,A-,3.7
197,165,Fall 2023,3,B+,3.3
197,162,Fall 2023,3,A-,3.7
197,158,Fall 2023,3,B+,3.3
197,169,Fall 2023,3,B+,3.3
197,168,Spring 2023,4,A-,3.7
197,169,Spring 2023,4,B+,3.3
197,158,Spring 2023,4,B,3.0
197,170,Spring 2023,4,B+,3.3
197,51,Fall 2024,5,B+,3.3
197,22,Fall 2024,5,C+,2.3
197,146,Fall 2024,5,B-,2.7
197,94,Fall 2024,5,B-,2.7
197,235,Fall 2024,5,B+,3.3
197,241,Spring 2024,6,C+,2.3
197,164,Spring 2024,6,B+,3.3
197,86,Spring 2024,6,B+,3.3
197,152,Spring 2024,6,B-,2.7
197,90,Fall 2025,7,B-,2.7
197,144,Fall 2025,7,B,3.0
197,29,Fall 2025,7,B+,3.3
197,53,Fall 2025,7,B,3.0
197,171,Spring 2025,8,B+,3.3
197,167,Spring 2025,8,B+,3.3
197,163,Spring 2025,8,A-,3.7
197,175,Spring 2025,8,B,3.0
197,172,Spring 2025,8,A-,3.7
198,134,Fall 2022,1,B-,2.7
198,131,Fall 2022,1,B,3.0
198,132,Fall 2022,1,B-,2.7
198,128,Fall 2022,1,B+,3.3
198,136,Spring 2022,2,C,2.0
198,132,Spring 2022,2,C+,2.3
198,139,Spring 2022,2,B-,2.7
198,131,Spring 2022,2,C+,2.3
198,191,Fall 2023,3,C+,2.3
198,159,Fall 2023,3,C+,2.3
198,85,Fall 2023,3,C+,2.3
198,46,Fall 2023,3,C+,2.3
198,111,Spring 2023,4,C+,2.3
198,115,Spring 2023,4,C,2.0
198,197,Spring 2023,4,C,2.0
198,24,Spring 2023,4,C+,2.3
198,105,Spring 2023,4,C+,2.3
198,49,Fall 2024,5,C+,2.3
198,173,Fall 2024,5,C+,2.3
198,125,Fall 2024,5,C+,2.3
198,55,Fall 2024,5,C,2.0
198,143,Spring 2024,6,C+,2.3
198,140,Spring 2024,6,C+,2.3
198,146,Spring 2024,6,B-,2.7
198,142,Spring 2024,6,B,3.0
198,147,Spring 2024,6,C+,2.3
198,145,Spring 2024,6,B+,3.3
198,147,Fall 2025,7,C+,2.3
198,150,Fall 2025,7,B-,2.7
198,140,Fall 2025,7,B-,2.7
198,146,Fall 2025,7,B-,2.7
198,147,Spring 2025,8,B-,2.7
198,148,Spring 2025,8,B,3.0
198,151,Spring 2025,8,C+,2.3
198,144,Spring 2025,8,B,3.0
198,152,Spring 2025,8,B,3.0
198,146,Spring 2025,8,C,2.0
199,225,Fall 2021,1,B,3.0
199,7,Fall 2021,1,B+,3.3
199,109,Fall 2021,1,B,3.0
199,224,Fall 2021,1,B-,2.7
199,14,Spring 2021,2,B,3.0
199,109,Spring 2021,2,A-,3.7
199,108,Spring 2021,2,B-,2.7
199,220,Spring 2021,2,B+,3.3
199,102,Spring 2021,2,B+,3.3
199,180,Spring 2021,2,A-,3.7
199,111,Fall 2022,3,B-,2.7
199,116,Fall 2022,3,B-,2.7
199,164,Fall 2022,3,B-,2.7
199,168,Fall 2022,3,B-,2.7
199,135,Spring 2022,4,B+,3.3
199,138,Spring 2022,4,B,3.0
199,77,Spring 2022,4,B+,3.3
199,84,Spring 2022,4,B+,3.3
199,137,Spring 2022,4,B-,2.7
199,43,Spring 2022,4,B+,3.3
199,163,Fall 2023,5,B-,2.7
199,165,Fall 2023,5,B+,3.3
199,20,Fall 2023,5,B,3.0
199,124,Fall 2023,5,B-,2.7
199,24,Fall 2023,5,B-,2.7
199,86,Fall 2023,5,A-,3.7
199,61,Spring 2023,6,A-,3.7
199,59,Spring 2023,6,B,3.0
199,62,Spring 2023,6,B+,3.3
199,60,Spring 2023,6,B+,3.3
199,49,Spring 2023,6,B+,3.3
199,53,Spring 2023,6,B-,2.7
199,64,Fall 2024,7,A-,3.7
199,61,Fall 2024,7,A-,3.7
199,59,Fall 2024,7,B,3.0
199,51,Fall 2024,7,B+,3.3
199,53,Spring 2024,8,B,3.0
199,51,Spring 2024,8,A-,3.7
199,49,Spring 2024,8,B+,3.3
199,58,Spring 2024,8,B+,3.3
199,55,Spring 2024,8,B+,3.3
200,74,Fall 2022,1,A-,3.7
200,70,Fall 2022,1,A,4.0
200,77,Fall 2022,1,B+,3.3
200,82,Fall 2022,1,A-,3.7
200,71,Fall 2022,1,B+,3.3
200,183,Spring 2022,2,B+,3.3
200,8,Spring 2022,2,B-,2.7
200,127,Spring 2022,2,B-,2.7
200,110,Spring 2022,2,B+,3.3
200,70,Spring 2022,2,B,3.0
200,25,Fall 2023,3,B-,2.7
200,234,Fall 2023,3,B-,2.7
200,21,Fall 2023,3,B,3.0
200,12,Fall 2023,3,B-,2.7
200,163,Fall 2023,3,B-,2.7
200,74,Spring 2023,4,A-,3.7
200,79,Spring 2023,4,B+,3.3
200,82,Spring 2023,4,B-,2.7
200,81,Spring 2023,4,B+,3.3
200,83,Spring 2023,4,A-,3.7
200,85,Spring 2023,4,B+,3.3
200,85,Fall 2024,5,B+,3.3
200,94,Fall 2024,5,B-,2.7
200,83,Fall 2024,5,B,3.0
200,92,Fall 2024,5,B,3.0
200,84,Fall 2024,5,B-,2.7
200,88,Fall 2024,5,B,3.0
200,93,Spring 2024,6,B+,3.3
200,94,Spring 2024,6,B+,3.3
200,92,Spring 2024,6,A-,3.7
200,89,Spring 2024,6,B+,3.3
200,87,Spring 2024,6,B+,3.3
200,93,Fall 2025,7,B+,3.3
200,86,Fall 2025,7,B,3.0
200,91,Fall 2025,7,B+,3.3
200,83,Fall 2025,7,C+,2.3
200,87,Fall 2025,7,B+,3.3
200,92,Fall 2025,7,B+,3.3
200,64,Spring 2025,8,A-,3.7
200,238,Spring 2025,8,B+,3.3
200,141,Spring 2025,8,B,3.0
200,31,Spring 2025,8,B,3.0
201,161,Fall 2021,1,B+,3.3
201,153,Fall 2021,1,B,3.0
201,156,Fall 2021,1,B-,2.7
201,159,Fall 2021,1,B-,2.7
201,160,Fall 2021,1,B-,2.7
201,158,Fall 2021,1,B+,3.3
201,155,Spring 2021,2,A-,3.7
201,154,Spring 2021,2,B-,2.7
201,156,Spring 2021,2,A-,3.7
201,159,Spring 2021,2,B,3.0
201,158,Spring 2021,2,A-,3.7
201,157,Spring 2021,2,B,3.0
201,171,Fall 2022,3,B-,2.7
201,162,Fall 2022,3,B+,3.3
201,163,Fall 2022,3,B-,2.7
201,166,Fall 2022,3,B-,2.7
201,164,Fall 2022,3,B-,2.7
201,167,Fall 2022,3,B+,3.3
201,168,Spring 2022,4,B-,2.7
201,159,Spring 2022,4,B-,2.7
201,160,Spring 2022,4,A-,3.7
201,169,Spring 2022,4,B+,3.3
201,162,Spring 2022,4,A-,3.7
201,165,Fall 2023,5,B-,2.7
201,166,Fall 2023,5,B,3.0
201,172,Fall 2023,5,C+,2.3
201,169,Fall 2023,5,B-,2.7
201,176,Fall 2023,5,B,3.0
201,177,Fall 2023,5,C-,1.7
201,176,Spring 2023,6,A-,3.7
201,164,Spring 2023,6,B,3.0
201,166,Spring 2023,6,B-,2.7
201,177,Spring 2023,6,B-,2.7
201,170,Fall 2024,7,C+,2.3
201,169,Fall 2024,7,B-,2.7
201,177,Fall 2024,7,B-,2.7
201,167,Fall 2024,7,B+,3.3
201,166,Fall 2024,7,B+,3.3
201,166,Spring 2024,8,B,3.0
201,175,Spring 2024,8,B-,2.7
201,172,Spring 2024,8,B+,3.3
201,167,Spring 2024,8,B,3.0
201,164,Spring 2024,8,B+,3.3
202,69,Fall 2021,1,B-,2.7
202,79,Fall 2021,1,C,2.0
202,81,Fall 2021,1,B+,3.3
202,68,Fall 2021,1,B+,3.3
202,74,Fall 2021,1,B-,2.7
202,11,Spring 2021,2,A-,3.7
202,45,Spring 2021,2,C+,2.3
202,38,Spring 2021,2,B,3.0
202,162,Spring 2021,2,B,3.0
202,84,Fall 2022,3,B+,3.3
202,86,Fall 2022,3,B,3.0
202,76,Fall 2022,3,B,3.0
202,85,Fall 2022,3,B+,3.3
202,75,Fall 2022,3,B,3.0
202,56,Spring 2022,4,B-,2.7
202,235,Spring 2022,4,B,3.0
202,51,Spring 2022,4,C,2.0
202,145,Spring 2022,4,C+,2.3
202,112,Spring 2022,4,B-,2.7
202,90,Fall 2023,5,B-,2.7
202,86,Fall 2023,5,B-,2.7
202,94,Fall 2023,5,B,3.0
202,83,Fall 2023,5,B+,3.3
202,89,Fall 2023,5,C+,2.3
202,169,Spring 2023,6,B-,2.7
202,61,Spring 2023,6,C+,2.3
202,213,Spring 2023,6,C+,2.3
202,175,Spring 2023,6,C+,2.3
202,53,Spring 2023,6,B,3.0
202,90,Fall 2024,7,B,3.0
202,91,Fall 2024,7,B-,2.7
202,89,Fall 2024,7,B+,3.3
202,93,Fall 2024,7,B-,2.7
202,85,Fall 2024,7,B-,2.7
202,88,Fall 2024,7,B-,2.7
202,242,Spring 2024,8,B+,3.3
202,232,Spring 2024,8,C+,2.3
202,236,Spring 2024,8,C+,2.3
202,144,Spring 2024,8,C+,2.3
203,96,Fall 2020,1,B+,3.3
203,97,Fall 2020,1,B+,3.3
203,101,Fall 2020,1,B+,3.3
203,108,Fall 2020,1,B+,3.3
203,97,Spring 2020,2,B+,3.3
203,100,Spring 2020,2,B+,3.3
203,101,Spring 2020,2,A-,3.7
203,108,Spring 2020,2,B-,2.7
203,104,Spring 2020,2,B+,3.3
203,112,Fall 2021,3,B+,3.3
203,115,Fall 2021,3,B,3.0
203,105,Fall 2021,3,B+,3.3
203,117,Fall 2021,3,B+,3.3
203,108,Fall 2021,3,B-,2.7
203,118,Fall 2021,3,B+,3.3
203,107,Spring 2021,4,B+,3.3
203,112,Spring 2021,4,B+,3.3
203,117,Spring 2021,4,B+,3.3
203,119,Spring 2021,4,B,3.0
203,143,Fall 2022,5,B,3.0
203,239,Fall 2022,5,B-,2.7
203,22,Fall 2022,5,B,3.0
203,146,Fall 2022,5,B+,3.3
203,29,Fall 2022,5,B-,2.7
203,119,Spring 2022,6,B-,2.7
203,115,Spring 2022,6,B,3.0
203,118,Spring 2022,6,B,3.0
203,124,Spring 2022,6,B,3.0
203,119,Fall 2023,7,A-,3.7
203,121,Fall 2023,7,A-,3.7
203,116,Fall 2023,7,B,3.0
203,124,Fall 2023,7,B,3.0
203,122,Fall 2023,7,B,3.0
203,116,Spring 2023,8,B,3.0
203,117,Spring 2023,8,B+,3.3
203,119,Spring 2023,8,B+,3.3
203,122,Spring 2023,8,B,3.0
203,124,Spring 2023,8,B,3.0
204,157,Fall 2022,1,A-,3.7
204,162,Fall 2022,1,A,4.0
204,161,Fall 2022,1,A-,3.7
204,154,Fall 2022,1,A-,3.7
204,96,Spring 2022,2,B+,3.3
204,38,Spring 2022,2,A-,3.7
204,107,Spring 2022,2,B,3.0
204,162,Spring 2022,2,B+,3.3
204,134,Spring 2022,2,A-,3.7
204,47,Spring 2022,2,B-,2.7
204,167,Fall 2023,3,A-,3.7
204,161,Fall 2023,3,B+,3.3
204,168,Fall 2023,3,A-,3.7
204,164,Fall 2023,3,B+,3.3
204,162,Fall 2023,3,A-,3.7
204,170,Fall 2023,3,B+,3.3
204,45,Spring 2023,4,B+,3.3
204,169,Spring 2023,4,A,4.0
204,227,Spring 2023,4,B,3.0
204,203,Spring 2023,4,B+,3.3
204,177,Fall 2024,5,A-,3.7
204,165,Fall 2024,5,A,4.0
204,176,Fall 2024,5,A-,3.7
204,163,Fall 2024,5,A,4.0
204,170,Fall 2024,5,A-,3.7
204,165,Spring 2024,6,A-,3.7
204,167,Spring 2024,6,B+,3.3
204,168,Spring 2024,6,A-,3.7
204,174,Spring 2024,6,B+,3.3
204,177,Spring 2024,6,B,3.0
204,173,Spring 2024,6,A-,3.7
204,170,Fall 2025,7,A-,3.7
204,174,Fall 2025,7,A-,3.7
204,177,Fall 2025,7,B+,3.3
204,173,Fall 2025,7,B+,3.3
204,176,Fall 2025,7,A,4.0
204,169,Fall 2025,7,A,4.0
204,164,Spring 2025,8,B+,3.3
204,163,Spring 2025,8,B+,3.3
204,166,Spring 2025,8,B,3.0
204,176,Spring 2025,8,A,4.0
204,173,Spring 2025,8,B+,3.3
205,48,Fall 2021,1,B,3.0
205,44,Fall 2021,1,B-,2.7
205,39,Fall 2021,1,B-,2.7
205,40,Fall 2021,1,B-,2.7
205,37,Fall 2021,1,B-,2.7
205,38,Spring 2021,2,B-,2.7
205,40,Spring 2021,2,B,3.0
205,34,Spring 2021,2,B+,3.3
205,33,Spring 2021,2,B-,2.7
205,39,Spring 2021,2,B-,2.7
205,162,Fall 2022,3,C,2.0
205,58,Fall 2022,3,C+,2.3
205,161,Fall 2022,3,C+,2.3
205,43,Fall 2022,3,B,3.0
205,234,Fall 2022,3,C+,2.3
205,81,Fall 2022,3,C+,2.3
205,56,Spring 2022,4,B-,2.7
205,51,Spring 2022,4,B,3.0
205,46,Spring 2022,4,C+,2.3
205,47,Spring 2022,4,B,3.0
205,54,Fall 2023,5,B-,2.7
205,204,Fall 2023,5,C+,2.3
205,240,Fall 2023,5,C+,2.3
205,146,Fall 2023,5,C+,2.3
205,209,Fall 2023,5,C,2.0
205,51,Spring 2023,6,C+,2.3
205,54,Spring 2023,6,B-,2.7
205,59,Spring 2023,6,B,3.0
