student_id,semester,gpa,credits
250,Spring 2022,2.789,19
250,Spring 2023,2.985,13
251,Fall 2020,2.721,14
251,Fall 2021,2.881,16
251,Fall 2022,2.736,14
251,Fall 2023,2.5,20
251,Spring 2020,2.629,17
251,Spring 2021,2.843,14
251,Spring 2022,3.03,20
251,Spring 2023,2.3,15
252,Fall 2020,3.088,17
252,Fall 2021,3.524,21
252,Fall 2022,3.316,19
252,Fall 2023,3.7,14
252,Spring 2020,3.433,21
252,Spring 2021,3.4,20
252,Spring 2022,3.341,17
252,Spring 2023,3.165,20
253,Fall 2020,2.861,18
253,Fall 2021,2.58,20
253,Fall 2022,2.35,20
253,Fall 2023,2.854,13
253,Spring 2020,2.683,23
253,Spring 2021,2.428,18
253,Spring 2022,2.606,16
253,Spring 2023,2.893,15
254,Fall 2022,3.264,22
254,Fall 2023,3.069,13
254,Fall 2024,3.32,15
254,Fall 2025,3.407,15
254,Spring 2022,3.315,20
254,Spring 2023,3.117,18
254,Spring 2024,2.858,19
254,Spring 2025,2.806,17
255,Fall 2021,3.611,18
255,Fall 2022,3.361,18
255,Fall 2023,3.764,14
255,Fall 2024,3.1,21
255,Spring 2021,3.392,13
255,Spring 2022,3.745,20
255,Spring 2023,3.45,14
255,Spring 2024,3.267,18
256,Fall 2022,3.3,19
256,Fall 2023,3.15,12
256,Fall 2024,3.428,18
256,Fall 2025,3.506,16
256,Spring 2022,3.659,17
256,Spring 2023,3.745,20
256,Spring 2024,3.514,22
256,Spring 2025,3.641,17
257,Fall 2020,2.3,18
257,Fall 2021,2.513,15
257,Fall 2022,2.141,17
257,Fall 2023,2.175,12
257,Spring 2020,2.363,19
257,Spring 2021,2.126,19
257,Spring 2022,2.333,21
257,Spring 2023,2.35,14
258,Fall 2020,3.55,14
258,Fall 2021,2.914,14
258,Fall 2022,3.023,13
258,Fall 2023,3.286,14
258,Spring 2020,3.262,16
258,Spring 2021,3.518,17
258,Spring 2022,3.3,13
258,Spring 2023,3.322,18
259,Fall 2020,4.0,15
259,Fall 2021,4.0,21
259,Fall 2022,4.0,16
259,Fall 2023,3.94,15
259,Spring 2020,4.0,14
259,Spring 2021,4.0,19
259,Spring 2022,4.0,16
259,Spring 2023,4.0,19
260,Fall 2020,3.829,14
260,Fall 2021,3.931,13
260,Fall 2022,3.433,15
260,Fall 2023,3.38,20
260,Spring 2020,3.883,18
260,Spring 2021,3.64,20
260,Spring 2022,3.831,16
260,Spring 2023,3.647,19
261,Fall 2022,3.59,20
261,Fall 2023,3.483,18
261,Fall 2024,3.15,12
261,Fall 2025,3.341,17
261,Spring 2022,3.231,13
261,Spring 2023,3.09,20
261,Spring 2024,3.574,19
261,Spring 2025,3.412,17
262,Fall 2021,3.3,12
262,Fall 2022,2.908,13
262,Fall 2023,2.888,16
262,Fall 2024,3.363,19
262,Spring 2021,3.51,21
262,Spring 2022,3.231,13
262,Spring 2023,2.943,21
262,Spring 2024,3.142,19
263,Fall 2022,2.565,17
263,Fall 2023,2.2,20
263,Fall 2024,2.375,16
263,Fall 2025,2.77,20
263,Spring 2022,2.436,14
263,Spring 2023,2.214,14
263,Spring 2024,1.88,20
263,Spring 2025,2.5,14
264,Fall 2022,2.521,14
264,Fall 2023,2.75,12
264,Fall 2024,2.738,16
264,Fall 2025,2.069,13
264,Spring 2022,2.42,20
264,Spring 2023,2.747,19
264,Spring 2024,2.3,14
264,Spring 2025,2.465,17
265,Fall 2020,3.817,18
265,Fall 2021,3.753,17
265,Fall 2022,3.589,19
265,Fall 2023,3.73,20
265,Spring 2020,3.786,21
265,Spring 2021,3.544,18
265,Spring 2022,3.215,13
265,Spring 2023,3.5,14
266,Fall 2020,2.595,21
266,Fall 2021,2.415,20
266,Fall 2022,2.607,15
266,Fall 2023,2.6,14
266,Spring 2020,2.44,20
266,Spring 2021,2.742,19
266,Spring 2022,2.786,21
266,Spring 2023,2.389,18
267,Fall 2022,2.965,17
267,Fall 2023,3.3,18
267,Fall 2024,3.394,17
267,Fall 2025,3.077,13
267,Spring 2022,2.681,16
267,Spring 2023,3.111,19
267,Spring 2024,2.931,13
267,Spring 2025,2.681,16
268,Fall 2021,3.769,13
268,Fall 2022,3.86,15
268,Fall 2023,3.629,17
268,Fall 2024,3.58,15
268,Spring 2021,3.407,15
268,Spring 2022,3.214,14
268,Spring 2023,3.394,17
268,Spring 2024,3.795,19
269,Fall 2020,3.506,16
269,Fall 2021,3.236,14
269,Fall 2022,3.44,20
269,Fall 2023,3.188,16
269,Spring 2020,3.182,22
269,Spring 2021,2.925,12
269,Spring 2022,2.982,17
269,Spring 2023,3.244,16
270,Fall 2021,3.733,15
270,Fall 2022,3.167,18
270,Fall 2023,3.357,21
270,Fall 2024,3.554,13
270,Spring 2021,3.5,14
270,Spring 2022,3.272,18
270,Spring 2023,2.823,13
270,Spring 2024,2.94,15
271,Fall 2020,3.35,14
271,Fall 2021,3.257,21
271,Fall 2022,3.386,14
271,Fall 2023,2.88,15
271,Spring 2020,3.641,17
271,Spring 2021,3.236,14
271,Spring 2022,3.0,13
271,Spring 2023,3.086,14
272,Fall 2021,3.829,14
272,Fall 2022,3.769,13
272,Fall 2023,3.439,18
272,Fall 2024,3.5,12
272,Spring 2021,3.914,14
272,Spring 2022,3.277,22
272,Spring 2023,3.51,21
272,Spring 2024,3.64,20
273,Fall 2021,2.0,22
273,Fall 2022,1.895,20
273,Fall 2023,2.194,17
273,Fall 2024,2.457,21
273,Spring 2021,1.659,17
273,Spring 2022,2.335,23
273,Spring 2023,2.237,19
273,Spring 2024,2.39,21
274,Fall 2020,3.195,19
274,Fall 2021,3.112,16
274,Fall 2022,3.131,16
274,Fall 2023,3.222,18
274,Spring 2020,3.14,15
274,Spring 2021,3.215,13
274,Spring 2022,3.045,20
274,Spring 2023,2.862,13
275,Fall 2020,2.965,17
275,Fall 2021,2.931,13
275,Fall 2022,2.805,20
275,Fall 2023,2.8,15
275,Spring 2020,2.7,17
275,Spring 2021,2.65,20
275,Spring 2022,3.086,14
275,Spring 2023,3.535,17
276,Fall 2020,3.406,18
276,Fall 2021,2.883,18
276,Fall 2022,2.82,20
276,Fall 2023,3.233,21
276,Spring 2020,3.478,18
276,Spring 2021,3.017,18
276,Spring 2022,2.888,16
276,Spring 2023,3.15,18
277,Fall 2021,2.319,21
277,Fall 2022,2.572,18
277,Fall 2023,2.455,20
277,Fall 2024,1.893,14
277,Spring 2021,2.5,14
277,Spring 2022,2.176,17
277,Spring 2023,2.614,14
277,Spring 2024,2.233,18
278,Fall 2020,3.55,16
278,Fall 2021,3.495,19
278,Fall 2022,3.391,22
278,Fall 2023,3.0,21
278,Spring 2020,3.526,19
278,Spring 2021,3.247,17
278,Spring 2022,3.176,21
278,Spring 2023,3.157,21
279,Fall 2021,2.937,19
279,Fall 2022,2.753,15
279,Fall 2023,2.99,21
279,Fall 2024,2.88,20
279,Spring 2021,2.7,14
279,Spring 2022,2.867,18
279,Spring 2023,2.968,19
279,Spring 2024,2.506,18
280,Fall 2022,3.452,21
280,Fall 2023,3.433,21
280,Fall 2024,3.105,20
280,Fall 2025,3.1,21
280,Spring 2022,3.143,23
280,Spring 2023,3.4,19
280,Spring 2024,3.088,17
280,Spring 2025,3.391,22
281,Fall 2021,2.624,21
281,Fall 2022,2.673,15
281,Fall 2023,2.515,13
281,Fall 2024,2.424,21
281,Spring 2021,2.943,21
281,Spring 2022,2.806,17
281,Spring 2023,2.243,21
281,Spring 2024,2.6,16
282,Fall 2022,2.538,13
282,Fall 2023,2.38,15
282,Fall 2024,2.362,16
282,Fall 2025,2.433,21
282,Spring 2022,2.359,17
282,Spring 2023,2.435,20
282,Spring 2024,2.394,17
282,Spring 2025,2.593,15
283,Fall 2020,3.179,14
283,Fall 2021,3.3,18
283,Fall 2022,2.659,17
283,Fall 2023,3.354,13
283,Spring 2020,3.067,18
283,Spring 2021,3.233,21
283,Spring 2022,3.09,20
283,Spring 2023,3.157,21
284,Fall 2021,2.467,21
284,Fall 2022,2.487,15
284,Fall 2023,2.06,15
284,Fall 2024,2.287,16
284,Spring 2021,2.817,18
284,Spring 2022,2.171,14
284,Spring 2023,2.244,16
284,Spring 2024,2.558,19
285,Fall 2022,4.0,18
285,Fall 2023,3.957,21
285,Fall 2024,4.0,15
285,Fall 2025,4.0,20
285,Spring 2022,4.0,19
285,Spring 2023,4.0,20
285,Spring 2024,4.0,13
285,Spring 2025,4.0,19
286,Fall 2020,3.171,21
286,Fall 2021,2.975,16
286,Fall 2022,3.171,14
286,Fall 2023,3.435,17
286,Spring 2020,3.524,21
286,Spring 2021,3.445,22
286,Spring 2022,3.426,19
286,Spring 2023,3.057,21
287,Fall 2022,3.323,13
287,Fall 2023,3.21,20
287,Fall 2024,3.15,12
287,Fall 2025,3.363,19
287,Spring 2022,3.384,19
287,Spring 2023,3.322,18
287,Spring 2024,2.88,20
287,Spring 2025,3.386,14
288,Fall 2021,3.723,22
288,Fall 2022,3.625,16
288,Fall 2023,3.769,13
288,Fall 2024,3.219,21
288,Spring 2021,3.426,19
288,Spring 2022,3.465,17
288,Spring 2023,3.489,19
288,Spring 2024,3.188,16
289,Fall 2021,3.49,21
289,Fall 2022,2.985,20
289,Fall 2023,3.208,13
289,Fall 2024,3.071,17
289,Spring 2021,3.143,23
289,Spring 2022,3.513,15
289,Spring 2023,3.236,14
289,Spring 2024,3.191,22
290,Fall 2022,3.075,16
290,Fall 2023,3.183,18
290,Fall 2024,2.35,14
290,Fall 2025,3.005,20
290,Spring 2022,3.126,19
290,Spring 2023,2.738,21
290,Spring 2024,2.967,21
290,Spring 2025,3.371,14
291,Fall 2020,2.886,14
291,Fall 2021,2.6,20
291,Fall 2022,2.371,17
291,Fall 2023,2.333,18
291,Spring 2020,2.6,12
291,Spring 2021,2.49,21
291,Spring 2022,2.776,21
291,Spring 2023,2.406,18
292,Fall 2022,2.933,18
292,Fall 2023,3.0,18
292,Fall 2024,3.271,17
292,Fall 2025,3.1,19
292,Spring 2022,3.452,21
292,Spring 2023,2.805,20
292,Spring 2024,3.288,17
292,Spring 2025,2.49,21
293,Fall 2021,2.94,20
293,Fall 2022,2.869,16
293,Fall 2023,2.63,20
293,Fall 2024,2.833,15
293,Spring 2021,3.0,16
293,Spring 2022,2.775,16
293,Spring 2023,2.77,20
293,Spring 2024,3.162,13
294,Fall 2022,3.086,14
294,Fall 2023,2.575,12
294,Fall 2024,2.513,15
294,Fall 2025,3.023,13
294,Spring 2022,2.937,19
294,Spring 2023,2.7,14
294,Spring 2024,2.643,21
294,Spring 2025,2.386,14
295,Fall 2020,2.75,18
295,Fall 2021,2.606,16
295,Fall 2022,2.8,15
295,Fall 2023,2.433,18
295,Spring 2020,2.279,14
295,Spring 2021,2.64,20
295,Spring 2022,2.162,13
295,Spring 2023,2.725,12
296,Fall 2022,3.117,18
296,Fall 2023,3.082,22
296,Fall 2024,2.936,14
296,Fall 2025,2.98,15
296,Spring 2022,3.021,14
296,Spring 2023,2.94,20
296,Spring 2024,2.9,21
296,Spring 2025,2.616,19
297,Fall 2022,3.94,20
297,Fall 2023,3.586,14
297,Fall 2024,3.771,17
297,Fall 2025,3.74,15
297,Spring 2022,3.95,18
297,Spring 2023,3.9,21
297,Spring 2024,3.69,21
297,Spring 2025,3.85,14
298,Fall 2022,2.85,14
298,Fall 2023,2.767,21
298,Fall 2024,2.764,14
298,Fall 2025,2.947,17
298,Spring 2022,3.187,16
298,Spring 2023,2.886,21
298,Spring 2024,2.984,19
298,Spring 2025,2.886,21
299,Fall 2020,3.327,15
299,Fall 2021,3.021,14
299,Fall 2022,3.414,14
299,Fall 2023,3.324,21
299,Spring 2020,3.27,20
299,Spring 2021,3.3,14
299,Spring 2022,3.595,20
299,Spring 2023,3.037,16
300,Fall 2021,3.373,22
300,Fall 2022,3.147,19
300,Fall 2023,3.15,16
300,Fall 2024,2.984,19
300,Spring 2021,2.833,18
300,Spring 2022,3.231,13
300,Spring 2023,3.382,17
300,Spring 2024,3.086,14
301,Fall 2022,3.373,22
301,Fall 2023,3.332,19
301,Fall 2024,3.06,15
301,Fall 2025,2.908,13
301,Spring 2022,3.247,17
301,Spring 2023,3.318,17
301,Spring 2024,3.125,20
301,Spring 2025,3.095,19
302,Fall 2022,3.68,15
302,Fall 2023,3.233,21
302,Fall 2024,3.51,21
302,Fall 2025,3.335,23
302,Spring 2022,3.646,13
302,Spring 2023,3.45,16
302,Spring 2024,3.577,13
302,Spring 2025,3.84,15
303,Fall 2022,2.876,17
303,Fall 2023,2.673,15
303,Fall 2024,2.684,19
303,Fall 2025,2.965,17
303,Spring 2022,2.824,17
303,Spring 2023,2.876,17
303,Spring 2024,2.831,16
303,Spring 2025,2.825,16
304,Fall 2020,2.5,14
304,Fall 2021,2.5,20
304,Fall 2022,2.467,21
304,Fall 2023,2.593,15
304,Spring 2020,2.36,20
304,Spring 2021,2.485,13
304,Spring 2022,2.183,18
304,Spring 2023,2.54,15
305,Fall 2021,2.321,14
305,Fall 2022,2.4,23
305,Fall 2023,1.673,15
305,Fall 2024,2.171,14
305,Spring 2021,2.318,22
305,Spring 2022,2.505,21
305,Spring 2023,2.086,14
305,Spring 2024,1.912,17
306,Fall 2021,2.7,18
306,Fall 2022,2.925,12
306,Fall 2023,2.522,18
306,Fall 2024,2.871,17
306,Spring 2021,3.027,22
306,Spring 2022,2.376,21
306,Spring 2023,2.769,13
306,Spring 2024,2.82,20
307,Fall 2021,3.043,14
307,Fall 2022,2.395,20
307,Fall 2023,2.3,21
307,Fall 2024,2.552,21
307,Spring 2021,2.265,23
307,Spring 2022,2.436,14
307,Spring 2023,2.414,14
307,Spring 2024,2.753,17
308,Fall 2021,3.092,13
308,Fall 2022,3.373,22
308,Fall 2023,3.014,21
308,Fall 2024,3.284,19
308,Spring 2021,3.394,17
308,Spring 2022,3.243,21
308,Spring 2023,2.838,13
308,Spring 2024,3.36,20
309,Fall 2021,2.621,19
309,Fall 2022,2.553,19
309,Fall 2023,2.324,17
309,Fall 2024,2.547,15
309,Spring 2021,2.586,14
309,Spring 2022,2.867,18
309,Spring 2023,2.51,21
309,Spring 2024,2.307,15
310,Fall 2020,3.272,18
310,Fall 2021,3.355,22
310,Fall 2022,3.119,16
310,Fall 2023,3.386,14
310,Spring 2020,3.243,21
310,Spring 2021,3.214,14
310,Spring 2022,3.25,16
310,Spring 2023,3.3,17
311,Fall 2021,2.616,19
311,Fall 2022,2.894,18
311,Fall 2023,2.71,21
311,Fall 2024,2.937,19
311,Spring 2021,2.476,21
311,Spring 2022,2.791,22
311,Spring 2023,2.611,18
311,Spring 2024,2.414,14
312,Fall 2021,3.5,14
312,Fall 2022,3.85,16
312,Fall 2023,3.68,20
312,Fall 2024,3.467,15
312,Spring 2021,3.857,21
312,Spring 2022,3.817,18
312,Spring 2023,3.047,19
312,Spring 2024,3.829,14
313,Fall 2022,2.833,15
313,Fall 2023,2.936,14
313,Fall 2024,2.595,19
313,Fall 2025,2.943,21
313,Spring 2022,2.943,21
313,Spring 2023,3.067,18
313,Spring 2024,2.5,12
313,Spring 2025,2.474,19
314,Fall 2022,3.453,17
314,Fall 2023,3.195,20
314,Fall 2024,3.231,13
314,Fall 2025,3.231,13
314,Spring 2022,3.319,21
314,Spring 2023,3.229,17
314,Spring 2024,3.23,20
314,Spring 2025,3.136,14
315,Fall 2021,2.73,20
315,Fall 2022,2.914,14
315,Fall 2023,2.593,15
315,Fall 2024,2.5,14
315,Spring 2021,2.643,21
315,Spring 2022,2.453,15
315,Spring 2023,2.738,16
315,Spring 2024,2.59,21
316,Fall 2022,3.086,14
316,Fall 2023,3.045,20
316,Fall 2024,2.75,12
316,Fall 2025,3.518,17
316,Spring 2022,3.055,22
316,Spring 2023,3.186,21
316,Spring 2024,3.075,16
316,Spring 2025,3.3,16
317,Fall 2020,3.905,22
317,Fall 2021,3.736,14
317,Fall 2022,3.506,16
317,Fall 2023,3.936,14
317,Spring 2020,3.843,21
317,Spring 2021,3.738,16
317,Spring 2022,3.843,21
317,Spring 2023,3.86,15
318,Fall 2021,3.244,16
318,Fall 2022,3.474,19
318,Fall 2023,3.585,13
318,Fall 2024,3.6,19
318,Spring 2021,3.517,18
318,Spring 2022,3.075,16
318,Spring 2023,3.354,13
318,Spring 2024,3.5,14
319,Fall 2021,3.22,15
319,Fall 2022,3.0,14
319,Fall 2023,2.79,20
319,Fall 2024,3.15,14
319,Spring 2021,3.478,18
319,Spring 2022,3.0,22
319,Spring 2023,2.883,18
319,Spring 2024,2.777,22
320,Fall 2022,3.327,15
320,Fall 2023,3.109,22
320,Fall 2024,2.844,18
320,Fall 2025,3.092,13
320,Spring 2022,3.3,18
320,Spring 2023,3.264,14
320,Spring 2024,3.254,13
320,Spring 2025,3.033,18
321,Fall 2022,3.021,14
321,Fall 2023,2.984,19
321,Fall 2024,3.222,18
321,Fall 2025,2.82,15
321,Spring 2022,2.786,14
321,Spring 2023,3.222,18
321,Spring 2024,2.733,15
321,Spring 2025,3.141,17
322,Fall 2021,2.648,23
322,Fall 2022,2.928,18
322,Fall 2023,2.876,17
322,Fall 2024,2.778,18
322,Spring 2021,2.833,18
322,Spring 2022,2.75,16
322,Spring 2023,2.685,20
322,Spring 2024,2.3,16
323,Fall 2021,3.021,14
323,Fall 2022,2.888,16
323,Fall 2023,2.56,20
323,Fall 2024,2.375,20
323,Spring 2021,2.652,21
323,Spring 2022,2.9,15
323,Spring 2023,2.685,20
323,Spring 2024,3.15,12
324,Fall 2020,3.162,13
324,Fall 2021,2.595,22
324,Fall 2022,2.8,21
324,Fall 2023,2.675,12
324,Spring 2020,2.485,13
324,Spring 2021,2.94,20
324,Spring 2022,2.869,16
324,Spring 2023,2.785,13
325,Fall 2021,3.321,19
325,Fall 2022,3.605,20
325,Fall 2023,3.126,19
325,Fall 2024,3.35,14
325,Spring 2021,3.538,13
325,Spring 2022,3.373,22
325,Spring 2023,3.468,19
325,Spring 2024,3.45,16
326,Fall 2022,3.629,17
326,Fall 2023,4.0,13
326,Fall 2024,3.764,14
326,Fall 2025,3.812,16
326,Spring 2022,4.0,18
326,Spring 2023,3.769,13
326,Spring 2024,3.805,20
326,Spring 2025,3.769,13
327,Fall 2022,3.543,21
327,Fall 2023,3.082,22
327,Fall 2024,2.829,14
327,Fall 2025,3.179,14
327,Spring 2022,3.581,21
327,Spring 2023,3.3,17
327,Spring 2024,3.22,15
327,Spring 2025,2.888,16
328,Fall 2021,3.424,21
328,Fall 2022,3.287,16
328,Fall 2023,3.58,20
328,Fall 2024,3.188,16
328,Spring 2021,3.838,13
328,Spring 2022,3.25,18
328,Spring 2023,3.606,16
328,Spring 2024,3.8,15
329,Fall 2022,3.538,13
329,Fall 2023,3.1,21
329,Fall 2024,3.485,13
329,Fall 2025,3.377,13
329,Spring 2022,3.176,17
329,Spring 2023,3.236,14
329,Spring 2024,3.314,14
329,Spring 2025,3.205,22
330,Fall 2022,3.231,13
330,Fall 2023,3.28,20
330,Fall 2024,2.535,17
330,Fall 2025,3.174,19
330,Spring 2022,3.043,21
330,Spring 2023,3.021,14
330,Spring 2024,2.953,19
330,Spring 2025,3.064,14
331,Fall 2020,3.842,19
331,Fall 2021,3.518,17
331,Fall 2022,3.572,18
331,Fall 2023,3.511,19
331,Spring 2020,3.771,17
331,Spring 2021,3.412,17
331,Spring 2022,3.412,17
331,Spring 2023,3.194,17
332,Fall 2020,3.0,22
332,Fall 2021,3.35,20
332,Fall 2022,2.769,13
332,Fall 2023,2.769,13
332,Spring 2020,3.405,19
332,Spring 2021,2.965,17
332,Spring 2022,2.906,16
332,Spring 2023,2.769,13
333,Fall 2021,2.3,21
333,Fall 2022,1.9,15
333,Fall 2023,2.3,14
333,Fall 2024,2.229,17
333,Spring 2021,2.49,21
333,Spring 2022,2.237,19
333,Spring 2023,2.025,16
333,Spring 2024,2.325,12
334,Fall 2020,2.794,16
334,Fall 2021,3.129,14
334,Fall 2022,2.918,22
334,Fall 2023,3.015,20
334,Spring 2020,3.1,16
334,Spring 2021,3.129,14
334,Spring 2022,3.092,13
334,Spring 2023,2.895,20
335,Fall 2020,3.41,21
335,Fall 2021,3.5,14
335,Fall 2022,3.129,14
335,Fall 2023,3.425,12
335,Spring 2020,3.629,17
335,Spring 2021,3.27,20
335,Spring 2022,3.463,19
335,Spring 2023,2.947,17
336,Fall 2020,4.0,17
336,Fall 2021,3.953,19
336,Fall 2022,4.0,17
336,Fall 2023,3.7,13
336,Spring 2020,3.838,13
336,Spring 2021,4.0,15
336,Spring 2022,3.7,15
336,Spring 2023,3.925,12
337,Fall 2022,2.0,15
337,Fall 2023,2.2,21
337,Fall 2024,2.119,21
337,Fall 2025,2.329,21
337,Spring 2022,2.323,13
337,Spring 2023,2.427,22
337,Spring 2024,1.485,13
337,Spring 2025,1.768,22
338,Fall 2020,3.677,13
338,Fall 2021,3.685,20
338,Fall 2022,3.7,13
338,Fall 2023,3.764,14
338,Spring 2020,3.595,20
338,Spring 2021,3.764,14
338,Spring 2022,3.569,16
338,Spring 2023,3.611,18
339,Fall 2021,3.391,22
339,Fall 2022,3.25,14
339,Fall 2023,3.315,20
339,Fall 2024,3.225,12
339,Spring 2021,3.433,15
339,Spring 2022,3.112,16
339,Spring 2023,3.44,20
339,Spring 2024,2.895,20
340,Fall 2022,3.544,18
340,Fall 2023,3.407,15
340,Fall 2024,3.406,18
340,Fall 2025,3.3,14
340,Spring 2022,3.767,18
340,Spring 2023,3.211,19
340,Spring 2024,3.21,20
340,Spring 2025,3.268,19
341,Fall 2022,4.0,21
341,Fall 2023,3.817,18
341,Fall 2024,4.0,16
341,Fall 2025,3.931,13
341,Spring 2022,3.944,16
341,Spring 2023,4.0,14
341,Spring 2024,4.0,13
341,Spring 2025,4.0,18
342,Fall 2021,2.659,17
342,Fall 2022,2.609,22
342,Fall 2023,2.712,17
342,Fall 2024,2.68,20
342,Spring 2021,2.764,14
342,Spring 2022,2.668,22
342,Spring 2023,2.7,17
342,Spring 2024,2.738,16
343,Fall 2021,3.017,18
343,Fall 2022,2.936,14
343,Fall 2023,3.214,14
343,Fall 2024,3.214,14
343,Spring 2021,3.0,19
343,Spring 2022,3.215,13
343,Spring 2023,3.28,20
343,Spring 2024,2.753,17
344,Fall 2020,3.957,21
344,Fall 2021,3.3,12
344,Fall 2022,3.548,21
344,Fall 2023,3.538,13
344,Spring 2020,3.873,22
344,Spring 2021,3.323,13
344,Spring 2022,3.554,13
344,Spring 2023,3.85,14
345,Fall 2022,3.49,20
345,Fall 2023,3.316,19
345,Fall 2024,3.648,21
345,Fall 2025,3.71,21
345,Spring 2022,3.5,14
345,Spring 2023,3.695,20
345,Spring 2024,3.806,17
345,Spring 2025,3.746,13
346,Fall 2020,3.092,13
346,Fall 2021,3.256,18
346,Fall 2022,3.7,20
346,Fall 2023,3.319,16
346,Spring 2020,3.668,19
346,Spring 2021,3.381,16
346,Spring 2022,3.6,12
346,Spring 2023,3.479,19
347,Fall 2021,3.071,17
347,Fall 2022,2.7,19
347,Fall 2023,2.859,17
347,Fall 2024,2.841,17
347,Spring 2021,3.069,16
347,Spring 2022,2.65,14
347,Spring 2023,2.925,20
347,Spring 2024,2.85,12
348,Fall 2020,3.06,20
348,Fall 2021,2.914,14
348,Fall 2022,2.756,16
348,Fall 2023,2.889,19
348,Spring 2020,3.524,21
348,Spring 2021,2.983,18
348,Spring 2022,2.857,21
348,Spring 2023,3.0,19
349,Fall 2022,2.894,18
349,Fall 2023,2.567,15
349,Fall 2024,3.086,14
349,Fall 2025,3.138,13
349,Spring 2022,2.92,15
349,Spring 2023,3.222,18
349,Spring 2024,3.075,12
349,Spring 2025,2.894,17
350,Fall 2021,2.071,17
350,Fall 2022,2.414,14
350,Fall 2023,2.0,14
350,Fall 2024,2.215,13
350,Spring 2021,2.176,17
350,Spring 2022,2.487,15
350,Spring 2023,2.141,22
350,Spring 2024,2.136,22
351,Fall 2022,3.957,21
351,Fall 2023,3.631,13
351,Fall 2024,3.936,14
351,Fall 2025,3.792,13
351,Spring 2022,3.944,16
351,Spring 2023,3.681,16
351,Spring 2024,3.75,12
351,Spring 2025,3.577,13
352,Fall 2020,3.2,14
352,Fall 2021,3.35,14
352,Fall 2022,3.176,17
352,Fall 2023,3.071,21
352,Spring 2020,3.288,17
352,Spring 2021,2.489,19
352,Spring 2022,3.231,13
352,Spring 2023,2.91,21
353,Fall 2020,3.675,12
353,Fall 2021,3.7,13
353,Fall 2022,3.647,19
353,Fall 2023,3.56,20
353,Spring 2020,3.682,22
353,Spring 2021,3.156,18
353,Spring 2022,3.75,12
353,Spring 2023,3.85,14
354,Fall 2021,3.532,19
354,Fall 2022,3.478,18
354,Fall 2023,3.433,21
354,Fall 2024,3.518,22
354,Spring 2021,3.7,20
354,Spring 2022,3.729,17
354,Spring 2023,3.55,16
354,Spring 2024,3.218,17
355,Fall 2022,2.629,14
355,Fall 2023,2.7,14
355,Fall 2024,2.979,14
355,Fall 2025,2.606,17
355,Spring 2022,2.48,15
355,Spring 2023,2.506,18
355,Spring 2024,2.64,20
355,Spring 2025,2.918,22
356,Fall 2022,2.48,15
356,Fall 2023,2.29,20
356,Fall 2024,2.2,14
356,Fall 2025,2.276,21
356,Spring 2022,2.141,22
356,Spring 2023,2.015,20
356,Spring 2024,2.209,22
356,Spring 2025,1.883,23
357,Fall 2021,3.65,14
357,Fall 2022,3.5,14
357,Fall 2023,3.85,14
357,Fall 2024,3.438,16
357,Spring 2021,3.642,19
357,Spring 2022,3.3,13
357,Spring 2023,3.14,15
357,Spring 2024,3.7,14
358,Fall 2022,2.794,16
358,Fall 2023,2.187,15
358,Fall 2024,2.538,13
358,Fall 2025,2.513,15
358,Spring 2022,2.792,13
358,Spring 2023,2.389,18
358,Spring 2024,2.282,22
358,Spring 2025,2.127,22
359,Fall 2021,2.148,21
359,Fall 2022,2.594,18
359,Fall 2023,2.3,15
359,Fall 2024,2.175,12
359,Spring 2021,2.229,17
359,Spring 2022,2.394,17
359,Spring 2023,2.262,16
359,Spring 2024,2.464,14
360,Fall 2022,3.588,17
360,Fall 2023,3.353,19
360,Fall 2024,3.0,13
360,Fall 2025,3.446,13
360,Spring 2022,3.45,14
360,Spring 2023,3.129,14
360,Spring 2024,3.272,18
360,Spring 2025,3.146,13
361,Fall 2020,2.462,13
361,Fall 2021,2.757,21
361,Fall 2022,2.6,19
361,Fall 2023,2.654,13
361,Spring 2020,2.318,17
361,Spring 2021,2.753,17
361,Spring 2022,2.491,23
361,Spring 2023,2.7,14
362,Fall 2021,3.054,13
362,Fall 2022,2.723,22
362,Fall 2023,2.42,20
362,Fall 2024,2.7,19
362,Spring 2021,2.677,13
362,Spring 2022,2.364,14
362,Spring 2023,2.732,19
362,Spring 2024,2.325,12
363,Fall 2021,2.717,18
363,Fall 2022,2.206,16
363,Fall 2023,2.521,14
363,Fall 2024,1.983,18
363,Spring 2021,2.436,14
363,Spring 2022,2.16,15
363,Spring 2023,2.195,19
363,Spring 2024,2.231,13
364,Fall 2020,3.636,14
364,Fall 2021,3.544,18
364,Fall 2022,3.605,20
364,Fall 2023,3.379,19
364,Spring 2020,3.677,13
364,Spring 2021,3.2,14
364,Spring 2022,3.775,16
364,Spring 2023,3.485,13
365,Fall 2022,2.3,13
365,Fall 2023,2.706,18
365,Fall 2024,2.673,15
365,Fall 2025,2.682,17
365,Spring 2022,2.554,13
365,Spring 2023,2.254,13
365,Spring 2024,2.59,21
365,Spring 2025,2.55,14
366,Fall 2022,2.4,16
366,Fall 2023,2.412,17
366,Fall 2024,2.0,14
366,Fall 2025,2.1,21
366,Spring 2022,2.506,17
366,Spring 2023,2.237,19
366,Spring 2024,2.485,13
366,Spring 2025,2.506,18
367,Fall 2022,3.661,18
367,Fall 2023,3.677,13
